project_id	title	org	act_code	short	long	recipient
52549366	BEITRAG ZUR VERBESSERUNG DER LEBENSBEDINGUNGEN UND VERSORGUNG VON INTERN VERTRIEBENEN	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Uganda

52569632	Strengthening civil society	Germany	15150.01	STRENGTHENING CIVIL SOCIETY	Strengthening civil society	Burkina Faso

52574955	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Botswana

52609186	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Jordan

52611598	promotion of sports relations and donations in kind, Central Agency for Schools Abroad	Germany	16010.07	PROMOTION OF SPORTS RELATIONS AND DONATIONS IN KIND, CENTRAL AGENCY FOR SCHOOLS ABROAD	promotion of sports relations and donations in kind, Central Agency for Schools Abroad	Bolivia

52562245	Training for young diplomats	Germany	15110.03	GOVERNMENT ADMINISTRATION	Training for young diplomats	Guatemala

52562245	Training for young diplomats	Germany	15140.01	GOVERNMENT ADMINISTRATION	Training for young diplomats	Guatemala

52568154	Statistical Information Systems for Sustainable Development	Germany	51010.05	STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT	Statistical Information Systems for Sustainable Development	Gambia

52568154	Statistical Information Systems for Sustainable Development	Germany	16010.08	STATISTICAL INFORMATION SYSTEMS FOR SUSTAINABLE DEVELOPMENT	Statistical Information Systems for Sustainable Development	Gambia

50601247	ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER	Germany	51010.05	FED. STATES CONTRIB.: SOCIAL SERVICES		

50601247	ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER	Germany	16020.01	FED. STATES CONTRIB.: SOCIAL SERVICES		

50653902	Improvement of econom.social Human Rights of migrant workers in Shenzen	Germany	15150.07	IMPROVEMENT OF ECONOM.SOCIAL HUMAN RIGHTS OF MIGRANT WORKERS IN SHENZEN	Improvement of econom.social Human Rights of migrant workers in Shenzen	China

50653902	Improvement of econom.social Human Rights of migrant workers in Shenzen	Germany	15150.09	IMPROVEMENT OF ECONOM.SOCIAL HUMAN RIGHTS OF MIGRANT WORKERS IN SHENZEN	Improvement of econom.social Human Rights of migrant workers in Shenzen	China

50653902	Improvement of econom.social Human Rights of migrant workers in Shenzen	Germany	16020.01	IMPROVEMENT OF ECONOM.SOCIAL HUMAN RIGHTS OF MIGRANT WORKERS IN SHENZEN	Improvement of econom.social Human Rights of migrant workers in Shenzen	China

50655031	Medical Emergency Aid Harare	Germany	72020.01	MEDICAL EMERGENCY AID HARARE	Cover basic medical needs	Zimbabwe

50662003	InWEnt Regional Offices	Germany	92020.01	INWENT REGIONAL OFFICES	InWEnt Auslandsbüros 2008 - 2011	Viet Nam

50667383	SMALL PROJECTS	Germany	25010.08	SMALL PROJECTS		St.Vincent & Grenadines

50673148	Equity Investment	Germany	99810.01	EQUITY INVESTMENT	Equity Investment	Georgia

50682934	FED. STATES CONTRIBUTIONS	Germany	21005.01	FED. STATES CONTRIBUTIONS		Cameroon

51497750	FEDERAL STATES CONTRIBUTIONS	Germany	51010.05	FEDERAL STATES CONTRIBUTIONS		

51497750	FEDERAL STATES CONTRIBUTIONS	Germany	51010.02	FEDERAL STATES CONTRIBUTIONS		

51500049	POLIZEILICHE AH	Germany	15130.06	SUPPORT TO THE POLICE		Jordan

51502456	preparatory activities for new projects	Germany	99810.01	PREPARATORY ACTIVITIES FOR NEW PROJECTS	Sonderposition Beratung und Vorbereitung	Tanzania

51505570	CIVIL SOCIETY MEASURES	Germany	15150.01	CIVIL SOCIETY MEASURES		Armenia

51505570	CIVIL SOCIETY MEASURES	Germany	15150.03	CIVIL SOCIETY MEASURES		Armenia

51506777	VORHABEN DES ZIVILEN FRIEDENSDIENSTES (ZFD) (AG QUALIF.)	Germany	15150.07	HUMAN RIGHTS: CIVILIAN PEACE BUILDING		

51506777	VORHABEN DES ZIVILEN FRIEDENSDIENSTES (ZFD) (AG QUALIF.)	Germany	15220.01	HUMAN RIGHTS: CIVILIAN PEACE BUILDING		

51399569	FEDERAL STATES CONTRIBUTIONS	Germany	51010.05	FEDERAL STATES CONTRIBUTIONS		Egypt

51399569	FEDERAL STATES CONTRIBUTIONS	Germany	51010.02	FEDERAL STATES CONTRIBUTIONS		Egypt

51406501		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Eritrea

51479667	Aid for Zimbabwean Refugees, Limpopo Province / Republic of South Africa	Germany	72010.01	AID FOR ZIMBABWEAN REFUGEES, LIMPOPO PROVINCE / REPUBLIC OF SOUTH AFRICA	Unterstützung und Beratung von Flüchtlingen aus Simababwe in der Limpopo Provinz, Republik Südafrika	South Africa

51458131	KONSOLIDIERUNG DES PROGRAMMS ZUR VERBESSERUNG DER STELLUNG DER FRAU IN DER GENOSSENSCHAFTLICHEN ARBEIT IN ASIEN	Germany	42010.03	WOMEN IN DEVELOPMENT (INCLUDING MULTISECTOR. WID PROJ. & PROGRAMMES)		

51458131	KONSOLIDIERUNG DES PROGRAMMS ZUR VERBESSERUNG DER STELLUNG DER FRAU IN DER GENOSSENSCHAFTLICHEN ARBEIT IN ASIEN	Germany	42010.01	WOMEN IN DEVELOPMENT (INCLUDING MULTISECTOR. WID PROJ. & PROGRAMMES)		

51458131	KONSOLIDIERUNG DES PROGRAMMS ZUR VERBESSERUNG DER STELLUNG DER FRAU IN DER GENOSSENSCHAFTLICHEN ARBEIT IN ASIEN	Germany	42010.02	WOMEN IN DEVELOPMENT (INCLUDING MULTISECTOR. WID PROJ. & PROGRAMMES)		

51431073	Bilateral Development Cooperation, Consulting	Germany	15130.01	LEGAL AN JUDICIAL DEVELOPMENT	Bilateral Development Cooperation, Consulting	Brazil

51426638	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Germany	51010.03	STRENGTHENING CIVIL SOCIETY	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Mozambique

51426638	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Germany	15140.04	STRENGTHENING CIVIL SOCIETY	Strengthening of Governance, Partizipation and pro-poor budgeting in PRSP-Processes in anglophon Afrikan Countries	Mozambique

51450193	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Malaysia

51451440	SUSTAINABLE MANAGEMENT OF NATURAL RESOURCES IN THE ARTIBONITE RIVER BASI	Germany	41005.01	SUSTAINABLE MANAGEMENT OF NATURAL RESOURCES IN THE ARTIBONITE RIVER BASI		

51451440	SUSTAINABLE MANAGEMENT OF NATURAL RESOURCES IN THE ARTIBONITE RIVER BASI	Germany	41010.01	SUSTAINABLE MANAGEMENT OF NATURAL RESOURCES IN THE ARTIBONITE RIVER BASI		

51451440	SUSTAINABLE MANAGEMENT OF NATURAL RESOURCES IN THE ARTIBONITE RIVER BASI	Germany	41010.02	SUSTAINABLE MANAGEMENT OF NATURAL RESOURCES IN THE ARTIBONITE RIVER BASI		

51467938	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Nicaragua

52695707	Rise of the efficiency of police authorities with the crime fight and border security, support of rule of law and democracy	Germany	15210.01	GOVERNMENT ADMINISTRATION	Rise of the efficiency of police authorities with the crime fight and border security, support of rule of law and democracy	Bosnia-Herzegovina

52695707	Rise of the efficiency of police authorities with the crime fight and border security, support of rule of law and democracy	Germany	15130.06	GOVERNMENT ADMINISTRATION	Rise of the efficiency of police authorities with the crime fight and border security, support of rule of law and democracy	Bosnia-Herzegovina

52699056		Germany	15130.01	LEGAL AND JUDICIAL DEVELOPMENT		India

52704468		Germany	72040.01	EMERGENCY FOOD AID		Nicaragua

52709995	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15130.06	GOVERNMENT ADMINISTRATION		Guatemala

52709995	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15130.04	GOVERNMENT ADMINISTRATION		Guatemala

52709995	POLIZEILICHE AUSBILDUNGS- UND AUSSTATTUNGSHILFE	Germany	15140.01	GOVERNMENT ADMINISTRATION		Guatemala

52641824	MINE CLEARANCE	Germany	15250.01	MINE CLEARANCE		Somalia

52657075	Government administration	Germany	15140.01	GOVERNMENT ADMINISTRATION	Öffentlicher Sektor	Mozambique

52657153	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Nicaragua

52666145	FEDERAL STATES CONTRIBUTIONS	Germany	51010.05	FEDERAL STATES CONTRIBUTIONS		Georgia

52666145	FEDERAL STATES CONTRIBUTIONS	Germany	51010.02	FEDERAL STATES CONTRIBUTIONS		Georgia

52667510	EU Integration of South Eastern Europe	Germany	15110.01	EU INTEGRATION OF SOUTH EASTERN EUROPE	EU-Integration Südosteuropa	Croatia

55460458	financial support of UNMIL	Germany	15130.02	GOVERNMENT ADMINISTRATION	support of constitutional structures development in Liberia by build-up and training of police	Liberia

55460458	financial support of UNMIL	Germany	15130.06	GOVERNMENT ADMINISTRATION	support of constitutional structures development in Liberia by build-up and training of police	Liberia

55460458	financial support of UNMIL	Germany	15140.03	GOVERNMENT ADMINISTRATION	support of constitutional structures development in Liberia by build-up and training of police	Liberia

55684825	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		India

55684825	GOVERNMENT CONTRIBUTIONS VIA NGO	Germany	15105.01	GOVERNMENT CONTRIBUTIONS VIA NGO		India

55685096	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Costa Rica

55627340	ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER	Germany	51010.05	FED. STATES CONTRIB.: CULTURE/RECREATION		Egypt

55627340	ENTWICKLUNGSHILFEMASSNAHMEN DER BUNDESLAENDER	Germany	16010.07	FED. STATES CONTRIB.: CULTURE/RECREATION		Egypt

55586190	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Mali

55598343	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Yemen

55606631	humanitarian demining	Germany	15250.01	HUMANITARIAN DEMINING	humanitarian demining	Tajikistan

55581524	RESEARCH CO-OPERATION WITH DEVELOPING COUNTRIES	Germany	43082.01	RESEARCH CO-OPERATION WITH DEVELOPING COUNTRIES		China

55581524	RESEARCH CO-OPERATION WITH DEVELOPING COUNTRIES	Germany	15110.01	RESEARCH CO-OPERATION WITH DEVELOPING COUNTRIES		China

55646380	Administrative Vocational Training in the Federal Republic of Germany 2005-2013	Germany	11330.01	GOVERNMENT ADMINISTRATION	Administrative Vocational Training in the Federal Republic of Germany 2005-2013	Namibia

55646380	Administrative Vocational Training in the Federal Republic of Germany 2005-2013	Germany	15140.01	GOVERNMENT ADMINISTRATION	Administrative Vocational Training in the Federal Republic of Germany 2005-2013	Namibia

55657635	Annual Review of Global Peace Operations	Germany	15220.01	POST-CONFLICT PEACE BUILDING (UN)	Support of the launching of the Annual Review of Global Peace Operations	

55665021	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Ecuador

56400337	PEACE OF ART	Germany	16020.06	PEACE OF ART		

56400337	PEACE OF ART	Germany	16010.07	PEACE OF ART		

56404152	Government administration	Germany	15140.01	GOVERNMENT ADMINISTRATION	Öffentlicher Sektor	Peru

56407115		Germany	92005.01	GOVERNMENT CONTRIBUTIONS VIA NGO		Ethiopia

56407427	Economic and development policy / planning	Germany	15110.01	ECONOMIC AND DEVELOPMENT POLICY / PLANNING	Wirtschafts- und Entwicklungspolitik und -planung	Bolivia

56409638	Strengthening women's rights	Germany	15150.09	LEGAL AN JUDICIAL DEVELOPMENT	Strengthening women's rights	Cambodia

56409638	Strengthening women's rights	Germany	15130.05	LEGAL AN JUDICIAL DEVELOPMENT	Strengthening women's rights	Cambodia

56326812	DIALOGE 2005	Germany	99810.01	DIALOG 2020		Argentina

56327084	STAT2005/2006	Germany	15110.01	ECONOMIC AND DEVELOPMENT POLICY/PLANNING		Botswana

56339257	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Peru

56299734	REINTEGRATION VON KINDERN UND JUGENDLICHEN SOZIALER RISIKOGRUPPEN IN TEGUCIGALPA/HONDURAS	Germany	16010.05	SOCIAL/WELFARE SERVICES		Honduras

56300202	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Mozambique

56307132		Germany	31130.01	BMZ TC: AGRI LAND RESOURCES		China

56311299	INTEGRIERTES LANDWIRTSCHAFTL. ENTWICKLUNGSPROGRAMM MIT KIRCHLICHEN BASISGEMEINDEN IN AGUSAN DEL NORTE UND AGUSAN DEL SUR	Germany	31120.02	AGRICULTURAL FINANCIAL SERVICES		Philippines

56311299	INTEGRIERTES LANDWIRTSCHAFTL. ENTWICKLUNGSPROGRAMM MIT KIRCHLICHEN BASISGEMEINDEN IN AGUSAN DEL NORTE UND AGUSAN DEL SUR	Germany	31191.03	AGRICULTURAL FINANCIAL SERVICES		Philippines

56412951	HUMANITARIAN AID	Germany	72010.01	HUMANITARIAN AID		Madagascar

56355876	InWEnt Regional Offices	Germany	92020.01	INWENT REGIONAL OFFICES	InWEnt Auslandsbüros 2008 - 2011	Brazil

56392940	ECO FORESTRY PROJECT EAST NEW	Germany	31205.01	ECO FORESTRY PROJECT		Papua New Guinea

56394456	Regular German contribution to the World Food Programme in 2038	Germany	72040.01	REGULAR GERMAN CONTRIBUTION TO THE WORLD FOOD PROGRAMME IN 2038	Regular German contribution to the World Food Programme in 2038	Mali

56313631		Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Timor-Leste

56314372	monitoring the development of democracy and political parties in times of political change	Germany	15150.05	STRENGTHENING CIVIL SOCIETY	monitoring the development of democracy and political parties in times of political change	Palestinian Adm. Areas

56340931	CeSID Monitoring	Germany	15150.05	POST-CONFLICT PEACE BUILDING (UN)	Campaign for promoting election participation as the way to support democratic processes in Serbia	Serbia

56340931	CeSID Monitoring	Germany	15150.06	POST-CONFLICT PEACE BUILDING (UN)	Campaign for promoting election participation as the way to support democratic processes in Serbia	Serbia

56347897	Integrated Rural Development Program in Secluded Areas/ LWF, Phnom Penh	Germany	43040.02	INTEGRATED RURAL DEVELOPMENT PROGRAM IN SECLUDED AREAS/ LWF, PHNOM PENH	Integrated Rural Development Program in Secluded Areas/ LWF, Phnom Penh	Cambodia

56347897	Integrated Rural Development Program in Secluded Areas/ LWF, Phnom Penh	Germany	15110.01	INTEGRATED RURAL DEVELOPMENT PROGRAM IN SECLUDED AREAS/ LWF, PHNOM PENH	Integrated Rural Development Program in Secluded Areas/ LWF, Phnom Penh	Cambodia

55680861	Government administration	Germany	15140.01	GOVERNMENT ADMINISTRATION	Government administration	Indonesia

55887513	Managing the Global Genetic Resources	Germany	31182.01	AGRICULTURAL RESEARCH	Sicherung der globalen genetischen Ressourcen	Peru

55887513	Managing the Global Genetic Resources	Germany	31182.02	AGRICULTURAL RESEARCH	Sicherung der globalen genetischen Ressourcen	Peru

55856827	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Gambia

55833759	EMERGENCY/DISTRESS RELIEF	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Burundi

55845500	VERSCH.HUMAN.HILFSMASSNAHMEN	Germany	72010.01	EMERGENCY/DISTRESS RELIEF		Burkina Faso

55897731	NACHHALTIGE ENTWICKLUNG INDIGENER GEBIETE	Germany	15150.01	STRENGTHENING CIVIL SOCIETY		Mexico

55897731	NACHHALTIGE ENTWICKLUNG INDIGENER GEBIETE	Germany	51010.05	STRENGTHENING CIVIL SOCIETY		Mexico

55899253	RESEARCH CO-OPERATION WITH DEVELOPING COUNTRIES	Germany	43082.01	RESEARCH CO-OPERATION WITH DEVELOPING COUNTRIES		Uzbekistan

55899253	RESEARCH CO-OPERATION WITH DEVELOPING COUNTRIES	Germany	15110.01	RESEARCH CO-OPERATION WITH DEVELOPING COUNTRIES		Uzbekistan

55865669	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Viet Nam

55866213	NMNH - EMOP 10693.0 - Lieferung von 808 mt Sorghum	Germany	72040.01	EMERGENCY FOOD AID	NMNH - EMOP 10693.0 - Lieferung von 808 mt Sorghum	Sudan

55871267	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Argentina

55930413	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Syria

55821892	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Malaysia

55819599	humanitarian aid	Germany	72010.01	HUMANITARIAN AID	humanitarian aid	Ethiopia

56173206	INTEGRATED SPECIALIST	Germany	99810.01	INTEGRATED SPECIALIST		Afghanistan

56177917	FORSCHUNGSPROGRAMME SCHAFPRODUKTION (VIANDES ROUGES - INRA) UND FUTTERPFLANZENANBAU	Germany	31182.01	AGRICULTURAL RESEARCH		Morocco

56177917	FORSCHUNGSPROGRAMME SCHAFPRODUKTION (VIANDES ROUGES - INRA) UND FUTTERPFLANZENANBAU	Germany	31182.03	AGRICULTURAL RESEARCH		Morocco

56268508	Biofuel South Africa	Germany	31120.09	AGRICULTURAL ALTERNATIVE DEVELOPMENT	Biofuel South Africa	South Africa

56292763	INTEGRIERTE FACHKRAFT	Germany	99810.01	INTEGRATED SPECIALIST		Ethiopia

56296425	preparatory activities for new projects	Germany	91010.01	PREPARATORY ACTIVITIES FOR NEW PROJECTS	preparatory activities for new projects	Nigeria

56273068	Enhancing gender-focused development towards participation of women in politics	Germany	15150.09	WOMEN'S EQUALITY ORGANISATIONS AND INSTITUTIONS	Enhancing gender-focused development towards participation of women in politics	El Salvador

56273068	Enhancing gender-focused development towards participation of women in politics	Germany	15150.05	WOMEN'S EQUALITY ORGANISATIONS AND INSTITUTIONS	Enhancing gender-focused development towards participation of women in politics	El Salvador

56277580		Germany	31120.01	AGRICULTURAL DEVELOPMENT		Tanzania

56200251	AFFORESTATION LIAONING PROVINCE	Germany	31220.02	AFFORESTATION IN LIAONING PROVINCE		China

56209695	Jewgeni Chaldej	Germany	16010.07	CULTURE AND RECREATION	Jewgeni Chaldej	Ukraine

56244263	HUMANITARIAN AID	Germany	72010.01	HUMANITARIAN AID		Korea, Democratic Republic of

56246398	Development Policy Forum 2006	Germany	15110.01	DEVELOPMENT POLICY FORUM 2006	Development Policy Forum 2006	

55487960	Development of fiscal cadaster system (Phase II)	Germany	15130.01	DEVELOPMENT OF FISCAL CADASTER SYSTEM (PHASE II)	Ein Grundstücks- und Immobilienmarkt und ein kommunales Liegenschaftsmanagement funktionieren in Pilotregionen.	Mongolia

55712574	Integrated Experts	Germany	99810.01	INTEGRATED EXPERTS	Integrated Experts	Ukraine

55720862	WOMEN'S EMPLOYMENT PROMOTION PROGRAMME	Germany	15150.09	WOMEN'S EMPLOYMENT PROMOTION PROGRAMME		Afghanistan

55720862	WOMEN'S EMPLOYMENT PROMOTION PROGRAMME	Germany	16020.05	WOMEN'S EMPLOYMENT PROMOTION PROGRAMME		Afghanistan

55722847	DEVELOPMENT WORKER	Germany	51010.05	DEVELOPMENT EXPERT		Mali

55724052	FED. STATES CONTRIB.: ADVANCED TRAINING	Germany	43081.01	FED. STATES CONTRIB.: ADVANCED TRAINING		Nigeria

55793986	DEVELOPMENT AID VOLUNTEER	Germany	99810.01	DEVELOPMENT AID VOLUNTEER		Philippines

55777383	ENCOURAGING ELECTORS TO VOTE	Germany	15150.05	ENCOURAGING ELECTORS TO VOTE		Palestinian Adm. Areas

55777383	ENCOURAGING ELECTORS TO VOTE	Germany	15150.06	ENCOURAGING ELECTORS TO VOTE		Palestinian Adm. Areas

55756862	UNV Promoting Greater Involvement of People Living with HIV/AIDS (GIPA)	Germany	16010.10	UNV PROMOTING GREATER INVOLVEMENT OF PEOPLE LIVING WITH HIV/AIDS (GIPA)	UNV Promoting Greater Involvement of People Living with HIV/AIDS (GIPA)	Cambodia

55751639	PILOTANLAGE ZUR HERSTELLUNG VON MIKRONAEHRSTOFF	Germany	12240.04	AGRICULTURAL INPUTS		Egypt

55751639	PILOTANLAGE ZUR HERSTELLUNG VON MIKRONAEHRSTOFF	Germany	31150.01	AGRICULTURAL INPUTS		Egypt
